2858	1068	1139	1502
1068	1139	1502
2649
1139	1502	1626
1068	1626	1730	1815
3304	1502	1730	1815
1502	3998	4018	0
4018	0
801	2858	3998	4018	0
1815	3998	1068	1139	1502
1068	3304	3998
628
3998	1068	1139	1502
2858	1068	1139	1502
655
2881	3304	3998
801	2858	3304	3998
2649
2649
1139	3304	3998
655	801	1068
1139	3304	3998
801
1626	2858	3304	3998
1730	1815	2649	None
3998	4018	0	None
1068	3304	3998	206	628	None
2881	1068	1626	1815	2649	None
655	1730	1815	2649	None
2858	1068	2649	None
2858	1068	1626	1815	2649	None
2649	628	None
